2536,41,49,61,62,98
2649,73,95,40,90,54
2515,61,29,55,75,35
1391,78,53,70,9,20
1432,16,65,0,62,5
2013,10,76,89,89,46
1661,50,82,91,62,1
2795,50,18,93,66,1
2400,36,74,97,47,30
3082,69,9,47,65,39
2338,38,51,59,34,74
1107,63,67,62,95,23
1163,21,83,75,10,16
2191,64,72,74,64,72
1699,18,95,79,76,61
2787,80,51,21,67,78
2178,83,55,25,2,43
2704,82,100,46,25,13
1322,93,2,80,80,91
3118,88,23,13,26,83
2570,26,33,93,100,64
1402,25,83,15,53,66
1664,93,1,17,43,31
3231,60,92,45,86,34
1649,5,43,81,46,100
2249,87,38,2,27,3
1043,58,13,39,28,6
1832,82,3,46,51,51
2092,30,51,90,69,61
2668,14,24,90,70,93
1411,26,52,12,6,78
3078,85,94,20,13,71
1505,47,93,55,72,48
3468,74,15,97,59,84
3392,53,69,48,39,36
2372,84,3,73,55,40
1044,76,20,38,69,72
1680,37,23,65,13,19
2159,86,38,76,96,89
3324,72,71,57,11,64
2967,5,72,92,32,4
2409,82,66,32,86,93
2053,23,5,30,48,67
2779,35,34,17,54,59
2299,98,26,32,100,83
1116,81,28,45,43,21
3220,92,59,19,24,55
2264,56,56,26,18,92
1972,73,92,85,91,89
1985,5,87,28,55,48
1916,86,66,63,9,43
1788,88,49,35,77,99
2150,16,6,64,2,83
3058,89,39,40,72,83
1791,21,63,15,90,69
2793,33,26,83,49,67
1532,45,19,93,33,77
3374,81,8,91,8,94
2446,65,73,32,50,29
3309,93,89,53,81,57
3259,80,69,4,25,10
1768,19,42,50,80,19
2711,89,78,88,45,65
1907,10,25,64,14,58
2035,20,6,76,68,9
1550,23,36,36,2,91
1647,98,72,16,61,37
3180,49,91,66,42,80
3117,24,46,100,31,58
3240,65,47,43,77,19
1991,65,92,16,79,9
1896,6,90,42,87,88
3360,26,78,100,4,43
3324,92,75,73,92,40
2517,59,80,23,35,5
2541,57,99,84,33,97
2103,36,12,93,3,58
1173,57,61,9,76,55
1848,90,97,60,22,54
2306,79,37,17,16,79
2138,49,71,7,39,3
2895,34,35,30,81,92
2138,20,86,1,73,53
2529,68,38,53,93,6
2568,66,4,97,7,12
1556,26,17,12,47,10
1395,1,68,10,9,47
1857,82,37,55,69,90
1718,13,65,37,90,34
2282,6,16,82,10,98
3269,45,24,14,50,16
1790,82,98,45,98,44
2758,56,88,25,97,55
1616,56,41,4,84,72
2631,11,79,72,5,37
2060,24,16,99,38,14
1837,80,38,28,37,13
3002,13,64,93,78,9
1202,38,52,70,78,92
1760,15,65,60,56,18
2697,35,55,0,64,26
2367,81,28,50,48,14
2898,46,89,66,0,7
3391,26,87,70,96,60
3019,77,94,45,25,45
2537,97,48,69,12,13
1995,56,64,24,11,62
2583,17,17,93,14,16
1947,35,11,52,15,54
1878,25,27,7,7,25
3463,2,4,10,41,99
3016,76,4,38,8,92
3386,65,49,46,22,86
3116,62,39,9,57,28
1364,25,23,62,50,64
2009,57,66,97,82,85
2747,20,22,70,41,73
2178,0,52,78,91,68
1614,40,63,42,18,37
1224,67,54,58,0,77
1573,33,90,24,28,8
3213,20,37,38,1,32
2406,56,77,32,51,79
1061,86,24,46,27,21
2019,96,8,92,15,75
1794,33,90,65,96,78
2811,47,82,72,39,54
1547,51,23,71,17,26
1616,46,6,18,98,2
2864,32,87,31,85,10
3254,45,21,43,8,33
1555,12,9,10,75,33
1300,44,33,10,27,93
1374,98,6,62,94,70
2431,26,89,10,1,18
3574,60,65,63,86,17
3379,40,84,24,38,61
2460,35,9,47,92,79
2600,52,68,24,7,91
2276,11,49,74,38,20
1525,12,29,92,38,53
1739,76,92,18,59,83
2851,11,97,1,84,97
2514,35,87,42,97,44
1539,72,48,92,98,59
1718,0,40,75,96,57
3272,45,74,52,37,87
2214,81,61,39,4,78
2835,13,48,6,86,67
1755,32,74,59,98,20
1992,70,70,30,3,39
3396,2,49,40,62,4
3221,40,7,31,4,98
2519,74,49,12,82,97
1427,76,39,85,61,8
3144,2,0,92,29,97
3497,45,54,26,58,0
1626,62,34,26,92,68
3204,79,97,15,2,74
1239,1,58,6,69,68
2864,56,78,2,22,9
1670,91,98,6,93,55
3162,59,93,69,94,83
2660,99,58,60,51,11
2329,38,80,20,91,72
3382,70,24,48,99,64
1196,95,39,75,1,16
2856,22,26,17,32,72
1401,18,21,25,96,17
3119,24,10,24,32,77
2283,32,87,66,95,15
1896,9,77,84,8,33
2337,68,43,48,73,54
2551,78,41,47,82,87
3170,2,70,33,57,37
1952,98,33,63,0,1
2720,65,99,69,99,90
3234,6,81,87,8,64
1276,19,57,26,75,31
3155,16,92,49,22,29
1675,12,40,73,12,22
2968,57,89,65,37,50
1370,69,97,43,29,10
3166,52,5,32,64,57
1492,37,20,44,24,62
1761,66,53,18,76,60
2242,81,49,3,29,6
1138,61,41,18,77,68
1532,74,36,17,48,26
1684,53,19,35,36,60
1279,41,39,96,24,13
1986,57,85,58,39,64
2360,10,12,63,62,49
1369,22,10,71,75,82
3088,94,37,54,46,94
2354,98,4,60,43,87
2348,14,7,22,23,30
1609,89,73,68,68,67
3037,42,7,71,36,6
3125,4,55,37,62,12
2145,84,3,66,44,41
2518,28,13,59,7,37
1188,72,28,57,1,49
2138,62,62,25,30,7
2856,83,58,78,85,70
2783,12,14,39,69,35
2652,7,97,0,1,83
2944,33,58,55,45,33
2201,0,77,8,68,37
3167,9,15,30,57,38
1671,86,36,9,82,48
1805,83,65,68,17,21
1529,52,5,68,56,55
1307,97,2,85,34,96
1256,75,90,35,73,29
1187,54,42,20,34,87
1916,24,76,15,80,81
1987,46,76,89,63,0
1487,69,99,86,43,67
2439,73,38,34,40,63
1588,85,81,86,100,15
1034,42,1,16,56,31
2043,50,59,36,59,36
1802,99,46,43,10,33
3526,85,31,85,90,50
1212,39,39,96,20,46
2996,36,16,62,12,2
2756,10,87,83,69,85
2886,68,14,31,80,96
2575,88,40,45,17,75
2204,90,16,22,1,56
2789,85,6,60,52,89
2579,67,93,31,94,64
2661,16,96,85,35,21
1881,80,52,10,48,24
2966,23,57,51,18,81
2013,91,67,2,4,63
2936,10,39,7,49,38
2413,1,29,36,86,40
1417,10,73,27,13,50
2152,52,96,89,44,21
2498,43,59,61,10,82
1069,57,1,16,1,36
3396,4,78,22,81,31
1403,88,5,32,96,65
3090,64,75,17,38,9
1209,1,31,29,24,42
2556,45,84,4,16,7
2489,20,21,13,98,82
3087,4,75,9,41,38
1794,12,100,4,14,61
2461,7,17,63,19,95
1339,58,78,13,28,58
1170,53,37,30,43,77
2381,54,6,3,1,91
2474,14,37,50,49,33
1635,26,30,96,18,87
2277,84,23,42,41,8
1166,95,29,11,10,46
3068,16,40,93,7,32
1777,28,64,48,11,19
1848,28,0,58,6,13
1692,51,63,88,98,67
3183,97,5,51,44,82
1560,87,82,32,13,8
1541,35,49,53,40,68
2285,48,72,84,5,23
1363,61,44,66,0,54
2244,80,81,60,96,40
2870,65,19,25,45,21
1375,4,54,92,96,94
2527,97,3,60,84,65
2653,35,73,37,69,29
1711,55,17,34,89,49
2122,7,80,26,3,2
2631,7,6,45,51,9
3368,83,97,12,42,13
3310,68,11,42,58,84
2196,28,92,9,12,61
2020,14,58,95,87,42
2160,3,45,3,42,50
1953,59,91,34,43,14
2376,50,17,79,97,58
2280,3,1,100,100,81
3038,80,10,36,7,100
1471,10,20,54,25,96
3192,89,40,69,85,29
2880,60,21,34,1,20
3123,27,27,37,9,50
1765,12,30,60,56,45
2350,96,77,43,65,26
1017,38,23,1,21,83
3433,68,33,30,60,7
2225,88,100,6,91,76
1885,53,6,63,52,17
2140,7,35,93,49,17
3061,65,25,68,51,45
2795,47,43,69,67,28
1299,5,2,28,71,17
3245,67,99,37,50,35
1399,9,28,5,47,31
1457,89,5,55,32,97
3345,77,22,94,90,78
3184,14,94,43,83,98
3253,91,55,87,80,17
1614,99,99,95,57,30
2696,89,54,21,32,68
2067,56,35,1,89,94
3261,49,47,11,71,77
2118,39,62,12,41,96
2260,49,54,24,84,74
1675,88,17,60,51,58
2691,8,5,89,74,52
2932,11,7,18,1,71
1679,81,8,28,87,4
1755,64,90,2,45,49
1188,68,29,10,67,42
2249,65,69,39,47,36
3257,21,86,32,97,24
2811,62,91,33,31,8
1550,28,35,69,58,6
3338,82,50,14,27,20
2996,10,39,85,6,21
2098,99,85,46,86,28
3042,5,54,60,70,81
2908,92,74,18,43,86
2408,25,78,20,1,36
1564,65,8,29,5,87
3083,17,92,50,35,47
1302,65,59,79,80,41
3278,8,84,18,57,68
1517,59,61,59,28,22
1499,80,0,73,6,9
2444,98,55,66,51,46
1567,82,42,65,26,90
1144,63,98,8,55,88
1640,43,22,38,86,75
2707,18,91,83,44,41
2848,82,57,20,54,89
2273,5,0,56,68,2
3027,59,99,23,32,11
2337,26,30,63,1,12
1673,56,84,43,92,34
2104,98,59,23,34,29
3255,59,73,18,74,48
2060,96,24,85,21,16
3160,18,18,13,45,49
3429,39,9,98,38,30
2702,94,18,73,32,45
3549,18,93,87,6,34
3396,19,62,63,27,21
1965,81,68,100,95,75
2955,29,2,63,69,50
1693,65,61,69,85,31
1958,87,61,68,73,69
2742,85,62,44,40,8
1911,79,70,20,37,70
2067,8,32,24,59,82
1344,8,0,35,22,4
1616,33,6,96,26,79
1714,60,35,44,4,26
1195,33,12,76,51,44
2657,61,85,24,29,54
2730,9,56,68,28,2
1503,52,40,34,85,17
3405,77,76,88,80,74
2807,70,77,27,46,43
1355,27,39,75,81,22
1711,73,3,59,11,62
2179,38,17,35,98,1
1818,98,41,97,21,41
1402,49,37,90,61,61
3543,57,71,74,4,92
1522,5,2,37,7,67
1223,24,62,9,98,86
3333,6,51,87,8,70
1692,68,89,27,84,0
2984,88,59,91,44,46
1123,20,83,91,69,38
2955,83,49,66,57,85
1938,36,7,90,5,77
2078,58,2,17,28,24
1176,26,91,80,33,19
1775,32,70,1,100,3
2500,58,21,3,25,23
1943,97,34,0,20,91
3526,69,53,32,85,66
1911,51,43,57,28,26
1292,43,19,60,96,45
1785,39,32,92,2,69
2926,49,46,42,0,42
2542,3,65,91,62,19
2285,83,77,99,90,57
2087,59,17,96,5,63
3492,60,15,16,69,3
1470,64,92,22,46,62
3398,9,63,16,8,46
2018,5,36,100,37,45
1436,70,46,11,70,39
1391,59,62,54,79,99
3123,92,35,36,100,36
1279,44,68,61,10,34
3266,84,56,35,77,38
3400,14,66,88,86,91
2768,42,18,48,0,17
2523,84,97,11,82,86
2555,16,5,19,10,89
2930,42,32,21,63,39
3264,26,13,88,63,72
1798,95,77,83,44,11
1280,90,60,66,15,43
2139,25,65,92,38,48
3061,57,85,70,8,6
2870,85,65,7,16,42
1290,67,35,9,54,32
1389,37,10,64,70,11
1925,87,47,62,100,19
1388,41,10,78,68,25
2502,11,12,32,42,34
2208,10,4,89,100,79
1862,5,2,2,19,6
1750,74,12,79,36,81
2191,87,100,85,28,45
1681,2,21,76,39,56
3599,70,96,14,81,68
2725,23,45,17,25,31
1635,8,65,94,3,43
1762,48,50,22,5,27
2886,23,20,42,89,37
3457,83,91,98,13,85
1322,88,0,40,52,95
2702,39,13,33,1,91
1436,80,61,27,69,83
1316,39,8,23,15,45
1483,47,55,78,34,98
2906,43,37,27,47,92
2798,82,86,63,59,58
3296,83,89,28,17,55
1646,16,62,72,65,15
3393,63,83,89,14,8
1527,55,91,79,25,66
2480,32,69,93,27,62
2832,87,33,40,92,32
2845,64,4,18,90,62
2996,57,90,66,97,28
3207,35,63,64,8,19
1815,64,9,79,56,92
1115,2,89,20,54,32
1962,39,66,69,60,65
1470,5,39,67,63,19
1677,47,60,95,35,25
1593,27,16,30,21,78
1231,51,72,6,47,28
1482,32,24,83,36,13
2345,74,44,81,18,15
1038,5,57,39,60,88
1409,66,23,53,38,44
1935,17,13,93,40,55
2783,21,69,49,30,35
1396,15,52,65,60,86
3325,3,9,33,39,32
2050,55,30,24,92,67
1700,38,93,10,52,77
1344,23,2,25,77,68
3199,88,64,32,14,29
2173,57,17,25,73,37
3375,65,49,48,12,88
1889,91,43,85,39,49
3106,59,75,16,68,88
1314,96,36,3,56,25
3321,81,29,47,47,21
1965,67,1,95,97,96
2151,78,32,35,6,16
2013,85,22,34,23,98
1071,87,8,19,24,24
2535,65,81,17,22,34
2231,77,46,33,45,80
3577,53,100,76,31,64
1299,87,53,95,17,62
3448,57,84,49,53,88
1353,82,11,53,50,56
3045,2,84,30,4,44
3337,81,56,84,45,78
2506,89,4,97,22,67
3373,24,98,82,70,89
1710,41,83,19,72,64
3114,69,63,8,33,79
3160,68,40,12,92,64
2145,26,0,0,61,58
2465,41,86,11,48,33
3349,13,5,82,91,93
2802,84,85,5,83,82
2049,96,85,59,1,87
2779,60,23,75,74,54
1898,23,91,12,29,67
2372,17,54,29,13,4
2110,2,50,52,0,88
2438,10,70,37,37,69
2809,61,41,82,68,79
2420,31,57,48,43,57
1772,41,95,56,34,62
2077,50,72,86,10,93
3265,13,10,11,57,78
2610,69,45,100,44,79
3334,88,46,41,21,10
1235,80,82,83,35,7
2792,67,40,92,73,49
1941,71,30,25,64,26
1504,1,26,76,68,0
1470,40,8,55,43,81
1559,48,9,48,60,29
3207,62,21,76,92,36
3019,94,92,24,34,19
1144,30,3,81,55,18
2681,94,46,38,69,68
3333,3,50,55,9,24
1717,92,12,12,49,95
1622,65,38,32,3,35
1599,5,60,8,16,73
1138,11,92,49,15,90
2972,78,81,74,6,43
2146,98,58,50,94,53
1791,6,9,46,93,12
3417,50,31,19,75,26
3202,37,83,9,95,12
3335,52,34,49,80,25
1241,12,64,63,51,94
2512,31,26,45,54,45
2459,76,90,85,27,2
1226,86,1,75,42,63
2495,43,28,6,74,39
3136,86,23,70,65,93
1603,3,14,12,79,87
1299,91,78,2,29,94
2047,5,4,87,53,62
1899,58,34,88,13,33
2079,99,13,91,98,51
1903,98,81,73,87,63
1669,29,53,89,10,74
3172,11,68,12,32,71
2018,23,21,76,52,51
1235,94,60,37,87,43
1979,90,21,87,12,48
1264,17,84,21,87,11
1212,4,23,82,74,2
1838,55,3,72,24,13
2984,20,68,11,90,23
1527,68,36,54,68,84
1487,94,93,16,70,25
1401,72,56,34,36,36
1877,17,71,20,100,85
3216,55,89,63,19,10
1640,79,4,78,39,1
1926,35,44,6,53,25
3107,54,61,43,76,10
1315,59,30,100,100,97
1502,10,44,16,82,85
2284,77,60,91,13,41
1661,2,26,94,68,86
1969,67,16,20,97,57
3018,77,40,12,34,30
2868,1,74,23,58,49
1303,88,24,68,20,40
1656,51,81,83,41,48
1967,42,21,96,82,91
2281,91,52,49,88,25
2767,22,91,42,66,89
3487,89,6,38,80,19
1111,51,33,44,96,55
3242,12,55,47,4,60
1750,0,48,6,13,28
3235,6,24,13,59,72
3457,62,18,24,65,47
1555,86,81,79,70,41
1074,0,52,42,84,20
3324,6,82,54,70,91
1267,51,86,78,21,15
1376,2,31,78,18,94
1782,16,84,90,86,75
2182,63,68,29,50,73
2334,27,17,6,85,63
2991,4,18,77,87,32
2874,85,37,28,19,8
2138,40,2,60,99,84
1742,6,32,32,59,100
1938,69,13,8,75,66
2412,89,88,58,39,82
1441,21,92,11,41,52
3207,23,60,9,76,76
3488,5,17,83,5,38
2895,90,79,88,50,78
3199,85,93,14,72,45
2023,96,75,92,8,31
2373,85,21,81,94,41
3171,28,22,74,6,87
2762,72,49,56,12,58
3364,53,92,86,67,34
2192,22,39,26,50,11
1388,0,73,46,64,76
3556,34,92,50,72,29
3223,27,3,39,89,66
3506,73,100,88,5,41
1246,82,11,61,65,1
2841,100,61,3,22,14
2944,47,51,42,9,26
2455,78,31,82,2,20
1899,14,9,89,100,16
2759,40,95,23,36,56
1818,46,13,27,89,11
3211,31,58,48,53,50
2972,76,34,69,35,36
1729,76,91,91,48,37
2164,37,90,76,96,20
1670,19,37,42,6,94
1151,4,86,85,45,24
3162,41,82,52,95,95
3178,77,26,53,27,36
2935,28,2,97,65,98
1588,4,94,8,22,76
1416,18,8,9,80,3
1237,93,65,18,31,24
2343,61,2,67,69,29
1703,60,36,24,37,56
1574,80,30,87,61,82
3556,64,64,19,88,44
2158,49,64,55,1,48
1426,100,93,29,57,16
3312,94,24,9,71,50
1000,18,1,71,44,29
3222,88,13,43,85,94
1415,50,78,3,41,43
2822,33,20,0,24,50
2868,47,32,88,83,83
2379,81,95,81,11,11
1164,77,42,41,8,93
3039,70,40,27,72,31
2180,27,7,21,31,82
3283,0,10,78,95,47
3384,43,82,70,21,71
3367,34,53,27,27,78
2373,9,59,51,13,35
2941,71,40,81,17,28
1534,46,11,52,68,52
1369,55,43,12,57,57
3431,65,68,11,82,45
1924,72,72,48,5,25
2561,24,39,86,55,86
2037,21,24,0,9,34
1167,38,82,98,74,89
3210,97,76,8,12,74
3090,39,52,29,3,63
3451,55,20,5,43,24
2792,89,96,1,97,46
2134,56,19,26,23,90
1226,4,47,92,93,33
1757,17,60,79,14,94
2646,84,20,29,26,41
1535,9,9,85,76,44
1222,6,42,22,37,93
3361,9,91,89,19,24
2406,37,75,77,91,72
2479,41,98,80,93,3
1492,24,2,69,70,6
2266,68,68,49,23,5
3039,11,34,87,36,45
2332,11,0,85,63,52
1939,68,23,99,62,45
2429,82,44,13,11,68
3223,27,48,39,90,59
2356,41,64,22,99,94
3448,94,30,22,48,42
2228,76,59,66,18,82
1131,86,43,5,2,60
1604,73,55,71,22,69
1977,33,21,5,74,65
2949,94,90,48,63,20
1891,32,77,71,75,27
1449,4,100,59,9,47
2264,21,31,100,76,76
2120,65,28,0,64,68
2825,47,48,59,74,99
2518,94,32,91,16,71
1576,100,47,22,62,40
1799,4,67,0,38,44
2152,49,4,49,39,41
2095,20,29,3,81,18
2772,36,39,18,48,13
3497,23,89,68,87,35
3012,94,47,48,53,30
3295,15,61,72,70,97
2406,38,64,56,79,72
2813,5,40,77,11,11
3019,9,15,2,80,15
2291,45,44,98,1,50
2220,76,62,99,6,3
1852,35,53,65,5,63
1420,1,27,98,68,36
1101,42,6,92,18,27
3076,73,76,56,92,25
2263,99,15,40,68,4
1606,92,33,76,9,17
1133,74,49,64,30,84
2704,77,44,97,68,3
2875,70,15,62,92,1
2289,34,93,83,98,20
1721,31,81,73,44,33
3047,28,96,1,78,52
1614,64,78,32,35,56
2593,75,96,96,88,42
3364,19,47,94,11,79
1763,64,62,49,63,51
1238,24,53,50,78,47
1038,18,64,73,14,63
2981,22,60,35,18,19
1994,36,7,34,85,1
3076,10,79,60,68,59
3402,14,4,5,92,23
3445,26,41,19,8,43
2030,39,16,30,15,51
1677,12,80,67,70,43
1165,96,18,85,94,71
2795,55,98,4,97,80
1391,98,35,75,48,36
3357,87,57,69,16,36
3014,9,24,33,63,79
1832,36,81,55,47,2
2110,46,39,53,33,99
3072,42,64,64,95,97
3002,66,58,73,52,60
2408,47,77,29,59,18
2263,98,80,28,8,89
2631,13,67,21,72,44
2837,22,28,38,25,87
3173,43,79,18,59,3
2876,81,8,3,26,70
2197,78,43,15,88,15
3482,8,62,92,20,67
3138,19,63,6,15,36
1173,13,23,61,95,19
1660,94,76,54,54,8
1828,46,9,97,77,42
3596,64,17,45,85,75
2268,51,26,51,62,74
1686,54,88,12,32,95
1738,78,16,96,13,69
2383,89,16,59,29,5
1455,13,95,14,74,66
3565,68,48,58,93,92
1523,19,63,18,1,98
2474,34,68,53,67,88
3446,65,68,90,75,58
1442,50,65,87,46,89
2376,34,16,71,97,56
1941,3,18,0,58,1
2058,13,18,47,94,39
2594,30,44,1,23,27
2698,6,17,7,59,32
3270,95,7,32,47,76
3466,99,74,46,74,99
1421,60,23,61,45,78
2257,91,79,68,11,73
1908,90,69,0,55,64
3021,74,62,4,89,78
1244,58,1,68,62,35
3036,79,34,92,38,4
2196,97,75,82,95,27
3343,41,34,64,67,15
1107,92,97,50,9,35
1626,54,61,73,29,44
3203,0,69,52,51,65
2050,56,62,64,82,37
3050,12,85,49,62,40
2654,41,55,100,87,39
2491,46,76,86,72,52
2524,46,91,94,6,73
2172,9,24,83,38,17
1972,88,86,45,38,29
1166,97,87,64,38,17
1603,49,64,81,70,20
1446,2,27,86,48,64
1852,59,100,26,27,76
1089,62,43,83,4,14
2387,30,30,69,1,80
2679,69,6,93,45,54
3486,28,15,42,9,89
3041,59,92,94,97,57
1934,91,65,48,23,7
1819,1,36,37,4,77
3442,96,93,98,60,4
1420,46,92,96,34,52
1401,11,4,20,25,41
2118,97,76,18,20,58
1333,28,4,31,28,49
1174,29,11,47,84,39
1431,98,60,64,37,5
2039,1,28,97,11,40
2512,32,74,92,55,22
2818,66,75,81,57,95
1323,6,23,15,50,65
1592,42,25,4,67,2
2690,75,89,38,52,85
3421,37,0,41,62,80
3020,30,59,51,98,1
2579,59,26,64,5,20
2126,10,59,62,16,89
3495,84,90,8,46,75
2711,71,52,96,25,3
1918,98,57,10,2,36
1849,21,18,37,34,48
1711,98,59,4,8,94
1560,18,33,54,74,37
3216,72,58,64,91,44
3407,72,3,46,29,38
1715,39,99,76,37,7
2358,81,14,86,20,86
2266,35,66,31,32,89
1150,52,44,49,53,96
3377,100,30,60,54,44
1038,12,35,31,7,85
2618,22,90,10,75,56
1286,73,37,37,90,55
1551,60,89,14,18,68
2889,30,23,52,70,17
1855,66,48,36,85,42
1240,49,36,32,97,98
3419,73,84,33,69,36
2068,38,14,35,7,47
2332,62,15,89,89,22
3154,59,63,24,99,53
2500,78,97,9,96,89
2302,76,81,33,19,99
1987,52,91,49,76,84
1719,56,79,81,23,27
2863,95,16,74,48,65
2734,20,61,34,29,35
1849,98,18,57,20,20
1595,50,3,75,51,60
2250,39,17,81,94,85
3400,64,91,63,9,85
2912,77,30,90,76,67
1672,57,83,61,53,11
1871,0,5,30,25,23
1802,59,49,90,88,98
3287,43,0,44,56,55
1482,22,2,50,89,4
2126,54,93,73,6,31
3121,2,52,82,57,31
1850,69,20,95,92,10
2274,29,90,71,63,24
2156,18,28,67,62,75
3295,82,99,73,16,89
1431,11,35,48,60,40
1221,54,33,61,27,96
1761,44,92,83,48,55
3287,95,50,77,41,49
1332,94,34,66,16,23
2945,60,29,16,1,8
2129,42,44,60,39,78
2958,80,77,53,73,15
2378,94,30,70,76,45
2137,89,16,89,54,23
1871,49,44,40,17,2
3433,7,89,95,66,36
3332,3,52,8,8,62
2499,21,98,83,86,73
2449,3,57,0,80,1
1955,100,79,25,61,6
1722,22,87,51,24,94
2936,74,28,81,54,51
1823,27,73,22,16,93
2375,11,68,23,80,35
